"split_1","split_2","split_3","split_4","split_5"
9049,6377,11215,18377,13904
12917,18801,47584,25017,47727
2815,10409,45327,47457,17455
14472,44314,40020,29218,48928
34480,1415,37393,3494,6866
43167,48625,35572,18721,14015
20579,43265,9825,27700,21824
28074,2712,10588,16183,38879
13243,31502,39861,13223,48752
3481,31904,44586,1997,2715
40110,34724,6468,46472,42518
17325,37304,47294,4587,6126
38295,28075,41956,6586,10321
12126,31520,7733,48944,29439
45505,49776,40343,22737,32048
13881,24339,48783,21563,17262
30922,16833,27608,12623,19547
8167,15225,16207,48622,9390
7901,7320,8846,37380,25300
583,36918,18991,41084,27415
22695,5711,33293,47461,36075
43692,7338,20406,41830,2531
28240,29586,20400,11518,1944
41701,30277,34622,33049,36977
27322,7566,17908,39398,19736
41600,29464,31187,28500,1571
31754,29828,38986,28629,18304
9134,44602,33245,4920,8870
31011,35205,10448,15371,12270
24174,48010,872,24343,17392
38912,45737,3767,32654,20416
25200,48254,38754,32520,3854
11026,29558,2933,41906,29896
36672,31470,1636,26285,5925
35059,30094,20109,41961,30112
30038,42886,43520,25737,29210
17867,11194,6301,12270,27540
29093,1215,26968,32954,15311
17020,46753,8635,43604,48262
16059,22144,9246,40733,30322
21243,919,42270,47110,24845
17576,38036,46410,210,15994
9589,24400,11663,26400,27436
33210,15214,1726,38883,29601
11506,33009,34634,32755,16409
18197,26334,46228,19945,46251
36159,20320,35178,11300,1779
17426,49850,3583,30784,4886
15937,5269,48887,16972,477
11711,25064,35812,13272,47005
2977,19845,36411,10591,29280
32506,27257,25519,37886,22931
14476,45627,38150,36650,42811
43366,26892,3866,41029,26565
1127,25227,38025,33006,46410
35863,42112,15450,28630,2510
30790,37961,17312,40306,40275
38901,25641,5526,39432,33045
41702,34716,10170,32723,26600
25518,2636,37940,48841,29165
32398,24029,45517,130,47429
28945,42938,37569,27772,41597
12434,5789,12421,8343,18239
38354,23130,45151,4576,3959
45828,12704,18366,31598,17483
36122,25054,44729,32922,7734
47486,9896,47771,25214,27150
34840,7535,3723,28163,4074
30952,10092,42790,35737,12344
14022,18456,3140,45127,40567
34091,29951,31926,11150,26937
7201,46588,32230,22593,46373
753,32789,49554,37957,40975
35248,23887,28659,35072,4363
40836,40710,6830,48939,43866
41923,42964,12203,22683,1373
30088,22761,10161,34205,33193
42320,21828,20000,30860,32885
49308,22328,35196,22533,4013
25367,13580,41251,25409,40415
17985,32818,33096,6228,18477
24913,45017,45958,961,19989
16788,459,17272,37059,13763
47205,5182,42057,43612,14295
19076,38061,4333,10462,18496
255,18885,47334,25081,30842
49939,17523,1415,41864,36989
46280,23322,12239,37107,34201
15959,2126,5923,20203,13643
28655,18058,6981,27070,45800
17452,42114,45737,38885,2736
38488,14967,11614,48878,34980
46152,21972,33146,4461,27411
46431,14585,24956,13606,37676
38910,10143,48628,3861,14837
11896,35448,17415,35616,715
11416,2259,32742,10970,30063
26088,29345,13648,13406,17092
28562,35445,24479,14062,45154
33770,3004,37396,1968,18426
23467,1119,44606,5764,16553
23118,24451,12019,14614,31968
35830,38862,43482,13354,2785
27123,24453,37533,14166,6631
5078,34178,24946,22195,40039
23550,48195,47626,27973,27445
6837,19192,45099,13441,15865
48446,25184,36350,27104,15255
26212,30518,375,41356,19476
3442,17508,27498,25269,34338
18965,13005,30380,1499,31941
25294,11068,49684,39369,28622
5583,18528,350,34764,22277
4414,42178,28032,15051,25655
25958,10819,37570,19287,42725
3530,15682,37494,1082,37449
31546,47608,11981,46099,43051
9216,49425,33169,44268,37789
42381,31794,8694,15489,1820
2726,22531,42721,43951,31185
41254,36684,38472,7314,42470
43514,47126,3743,18644,15012
9697,43529,28568,5973,6081
14200,40475,45444,34246,36218
14846,2833,31065,1413,9748
45608,4437,31232,41255,38939
26502,1879,22720,11436,20511
8977,22335,48155,26683,6617
16609,49882,17924,8171,23116
10424,14370,276,3857,9021
46278,46499,14137,22968,11338
49930,41751,24482,40644,43540
29100,22203,8481,37081,28627
1655,18912,23640,30759,28649
20135,22277,33280,22505,41663
36210,31605,39190,22966,34279
45290,31538,30688,46790,15512
32909,21040,11947,25074,10019
18117,2336,32442,10573,1610
49410,14810,31732,49815,27891
16119,18001,14550,48954,22509
11217,29432,27389,17278,14861
28478,30790,31304,16571,41650
21828,39782,7221,22206,41492
30755,45226,39350,13693,24922
19582,27235,34046,46169,20096
19199,29390,38351,26856,201
22986,13791,45422,19517,9832
33364,47491,141,9108,5156
12480,12869,2074,43148,44923
807,33502,33213,36303,36044
39903,18781,11062,2803,22389
7444,25392,46643,35485,9393
49537,9289,11200,34868,46102
46524,47148,27170,8012,45292
25117,37675,13276,1269,18648
21201,33428,9009,39742,33457
28170,46012,14718,23138,28936
8945,14286,17891,22335,3972
17120,31575,41869,21987,49912
26758,8162,43139,1716,8397
39404,12161,34987,47307,26381
22768,40336,29655,40069,21069
47042,5890,14473,45380,7235
38830,31083,9149,24093,4979
12003,6000,460,36753,40206
23253,35164,4358,8572,17814
5100,25762,4007,450,9907
34607,15150,38401,2356,29607
14125,26485,1677,36060,20804
46532,2730,30303,35162,8226
34812,29376,6372,20730,10780
46027,33734,30988,21492,22195
31511,46929,2856,47306,41435
40381,4604,4005,20565,46263
38988,43429,9096,31335,44433
24717,25982,22054,19867,7480
33839,44581,29307,17856,14452
27428,5787,3582,23274,30746
21227,23559,43488,11611,14627
21744,10489,45602,6892,14904
15314,23361,47825,36917,30054
44662,17617,20501,32708,17951
13109,44706,39115,18004,6658
7392,46421,25616,22058,46899
16875,35720,32293,31687,48129
4405,7438,20968,33775,18860
24863,39490,25199,3139,15933
3217,49379,46363,15854,174
46842,18174,37194,10151,42284
37380,7885,34180,7112,10526
16473,14035,30910,2975,4836
22418,30327,18860,32763,45351
22897,10895,26388,21376,6571
40950,33248,34015,15900,35615
43208,31289,14578,12380,15316
32162,20337,12319,48250,49664
43462,38860,45212,5657,46515
29209,2983,16938,23817,34003
47806,12405,29536,35407,26391
44004,42723,29012,41345,28404
39946,49217,43926,4319,10559
31746,33337,13848,40393,36149
43476,3539,20243,43699,26629
30447,9170,6404,11138,16201
44265,30181,48884,8918,9772
10715,49959,15022,4341,11802
43252,18581,16264,20406,6194
45405,39828,17339,12979,18820
10035,38401,29680,39667,42929
36110,8081,37303,2844,34435
5377,32700,3081,28231,20134
21415,24744,19697,7338,31548
42153,21293,194,16667,16367
6709,22581,9716,6731,25931
6026,45908,8138,27840,16195
28705,820,8872,34678,25910
30132,39368,4244,44100,34125
5189,27056,25318,14621,47012
10255,34688,30770,30178,33224
34241,30161,20952,2620,45243
42394,38435,16609,29464,39389
44490,17423,28643,13687,3803
49588,22749,5311,3385,5423
423,2589,29374,13610,42644
14104,26561,14730,31327,8332
26303,14440,28395,42651,49442
7324,20443,6494,25403,1997
21084,44670,3706,45985,47764
38941,47754,10729,1745,11930
25372,46278,45282,29134,21664
2373,25690,43720,40738,43102
5735,18202,31470,2361,15581
24165,39906,5591,27317,13337
48578,26348,5813,42335,40471
32463,45591,16872,2222,26017
17536,43081,3952,18800,29020
32619,8085,17045,19180,31807
296,238,32225,45073,3277
26395,42688,12017,28345,787
14248,45351,7473,5600,21491
39335,17772,44059,40285,7102
34673,38379,22322,43408,47518
15322,34361,5816,3528,23661
41708,22190,46956,22757,40570
48153,40214,19884,24306,19534
28691,14890,42769,9614,36456
15316,7251,32784,1698,46966
13550,45239,41559,10143,17216
14319,39437,49750,46515,4864
42272,18676,4982,6632,3207
43773,25459,41839,28119,1018
23665,38045,24034,28058,20983
19091,49897,41015,40107,41021
2209,25767,16986,10855,13164
9806,18356,1290,5199,32202
10941,37211,20440,39247,38232
29081,8894,33871,5586,12721
21736,35324,1798,31127,29552
23050,39645,11313,8161,6306
48413,611,19718,14839,37749
3172,49407,20960,32859,44589
19822,38831,33509,7693,11888
32098,23028,21964,25622,20580
28097,5414,25704,3894,27264
882,17451,26365,29074,18538
32021,46299,22459,15300,8891
22274,32466,18218,29662,19659
45203,5876,32320,43317,12407
47538,43946,7096,16050,49417
11726,16352,30964,42218,22710
45518,18358,21768,12118,48423
46000,49532,22837,47444,1510
30174,16624,40869,23206,23168
12659,46396,10630,26707,30578
25729,22380,46943,23788,32197
30147,44638,21387,5635,44380
14007,10677,14180,10523,38425
15969,19435,14327,5556,40538
15242,22167,35107,26361,38549
6430,26479,33698,28749,14253
24171,23417,379,27815,17308
15524,29520,5810,46405,4440
42468,11841,34005,38198,26679
7583,38500,5516,32686,27114
7332,34161,20182,39163,44179
26765,11397,18530,35790,34355
28510,4872,21189,16110,36258
286,38485,3131,49210,28287
38021,14458,19864,18962,16316
41894,24288,29742,42871,28953
41460,5647,33300,15069,3019
12138,35762,30149,24398,48069
9665,36337,12628,17299,22507
17069,22550,41928,36679,15140
27184,8,16607,8792,47701
42119,37463,14919,8677,3486
6105,16437,46740,37695,42043
13490,34850,22417,41078,10184
10257,49970,29800,3456,37521
37105,21649,27826,38932,20308
18919,5660,44475,11866,30092
19868,9553,8018,15743,41969
45164,18990,34197,22268,28153
47362,14468,4256,37884,11538
14699,11221,40666,35956,12826
41790,27675,38451,8447,32243
25486,3149,49471,33931,30839
109,31766,13721,41346,42471
38684,38277,3013,2613,730
16163,39809,4726,3086,28083
14986,39874,8873,21565,22086
14585,16898,27102,10129,31991
3074,42231,37409,32379,44389
17634,33131,30515,25348,35431
47651,36427,46489,35393,10568
16326,20797,10225,31388,32164
25239,48782,33147,35661,19766
11089,36129,27861,43979,18121
9983,48766,29353,38864,23707
49397,10192,7624,38382,19196
38534,39618,6992,3475,25754
21025,24600,14385,43601,9260
28349,4448,30196,26992,11043
3292,40558,26392,27748,12759
10650,182,711,24646,21851
44803,47353,34387,19429,39292
2566,24538,12285,44748,19454
31096,7242,3369,34867,3702
40494,39037,32365,45674,30425
7844,17030,13314,24191,30362
26276,33407,23521,31187,5986
24661,228,15071,3527,11091
5869,32637,40035,22917,14651
46775,15549,47829,37265,8081
28263,44727,47900,33055,16726
13412,40600,12941,37794,8072
7439,31927,47390,13758,14788
8184,40132,12936,7541,22977
45989,5947,32177,42183,16362
36900,34252,40667,18311,2834
22455,18458,5682,15839,29593
19534,21555,46817,43611,38832
43455,33977,32594,27281,10294
39106,29207,16520,47108,987
29507,22379,10986,143,7459
13297,49610,40679,6441,7755
32346,9980,11553,38067,2674
22442,25032,43805,10974,31220
36101,20992,20461,3190,6539
35465,30501,43832,17378,13137
43770,28071,36171,15198,18580
27409,31876,49182,3981,34641
10581,39377,42264,42073,9329
18493,44054,43940,13575,26501
42457,44662,39207,39085,13308
1595,27426,24122,43224,11872
1418,33051,2115,2362,11863
41802,15600,6024,29714,1347
23443,31193,44127,29498,32465
34286,20144,12094,38152,7780
48336,17367,33569,24511,26154
17251,41542,16470,30378,19789
35979,12295,39128,33911,40896
44730,22877,12220,2160,47960
10451,27502,1661,8199,48485
7927,25707,2994,17321,43001
46254,10425,5820,4582,17651
42723,24196,13998,833,4266
41342,22641,24563,16387,27093
959,30953,38193,1339,32975
10679,12458,44234,33332,5007
30444,1471,12647,7127,20225
35440,5619,20370,10940,37037
49738,15655,41085,7077,2952
25531,12603,16408,44085,32400
43022,38007,37717,34528,43791
26521,47177,48410,27710,40854
9406,28070,864,2588,26503
35073,10281,28584,15552,37303
49275,48182,3151,21385,41878
3902,11377,37446,35768,46869
40490,12511,42306,11558,10762
35883,44297,20534,28690,15725
38024,12783,678,3651,34112
30280,24043,42079,41319,451
47654,7777,27639,31606,31602
37511,41303,30794,17351,27215
40898,21432,28048,27845,765
9741,8321,36610,5931,30740
13985,42465,49439,35969,3980
15164,177,22161,12555,48404
48627,31522,16741,28062,42597
26139,6375,41336,17082,3970
39440,41029,41115,6718,37645
44277,29883,24162,28201,42971
4064,5722,13436,14149,21045
552,16832,28689,13862,8911
15778,10371,48364,22868,44467
8392,41383,11045,17356,36080
2746,33210,43238,9375,36408
38283,36744,10268,28078,44377
41612,27154,4444,47701,25084
3618,34990,13143,25834,6404
1180,36958,16169,39254,44333
20873,15764,13393,41979,36487
20148,36471,34892,38090,43019
23871,29926,39655,31475,1723
2038,28211,41190,5455,37920
35738,21278,34332,28389,40518
20794,31953,8771,42233,8540
4984,23232,36946,49703,30401
18173,16358,41384,4777,1332
3441,10182,7331,39514,45996
10203,8808,23881,26771,38124
4519,702,44481,45720,45034
33557,5062,49027,18560,42709
43503,18340,2355,25592,11280
34650,5048,30320,14526,24918
8866,43147,46665,47290,13934
15201,43784,26380,47972,42717
26593,15704,4478,44513,30266
42978,11300,6821,10144,39088
28232,47703,14076,5832,24524
1244,33331,10484,14568,12000
13978,16931,46398,12759,7390
47615,45821,43579,32063,28114
4432,5252,38104,10687,49379
44488,8242,2616,16262,42359
15831,45741,1210,2045,21551
47070,36150,7070,23998,17759
17503,39954,18045,19823,18313
8599,16581,17941,49619,49571
45052,15125,18718,5864,29023
2326,42950,36116,20194,36798
25834,16651,30545,13072,9307
42086,34742,43561,38512,1380
28932,10413,38275,19270,7731
12915,23,33391,14868,13744
21143,31574,9369,1590,28640
22428,41227,23670,1558,1374
9103,36242,43773,23836,47166
8606,27651,21519,43094,38332
37883,47511,27630,1189,32750
24105,10799,28800,29882,45430
14227,13430,27609,34980,45569
36819,13187,39736,729,28996
49984,10521,16854,23603,2745
24406,46008,38715,20970,28564
34832,15906,31983,19998,43999
19457,20292,22139,23906,40704
43710,23076,19071,40782,8402
30627,3094,43174,44348,42089
14230,32619,10842,18910,923
17934,3036,5629,17018,19901
23624,24107,18881,9143,593
4231,20442,36090,26068,16357
25182,43041,26952,32629,4423
36604,1549,3610,19669,20552
30742,25318,32768,21474,19857
37850,29846,13375,4538,30690
31630,44742,15825,15991,33082
24802,11473,36002,29164,22069
3685,32161,33288,22427,33556
23640,12937,41202,1731,36361
23034,6201,33678,19934,13255
20084,18423,43198,16739,8960
8356,31967,48337,43586,1428
10135,9101,10857,26892,42872
28198,16698,10477,27122,8550
14982,4858,38083,17167,38441
35763,23166,36271,13607,14003
29144,40760,42992,41981,28054
46877,20036,6316,13199,3058
6230,22529,18624,2769,6022
34113,4997,24369,631,43610
29963,26616,37010,29892,10016
49799,23484,48372,19556,37073
1206,30568,16210,45703,7486
15933,26310,21225,5040,19451
24974,8518,27869,25612,22147
16159,14173,25178,49532,15329
14210,16830,48694,49500,11537
24373,36814,41614,34013,39085
2189,49817,27479,29172,40374
32607,16503,27438,24864,42246
30333,12021,45329,47824,8943
11390,32103,16127,1923,33225
11199,45541,23029,31046,40143
46512,44197,204,35098,11811
11793,11259,45437,36244,17382
3263,24245,36306,49877,32093
21483,44305,35320,3259,15309
24053,30683,48462,18307,37365
8017,14946,35872,21499,7596
19335,28521,8641,29365,9118
26740,3153,38734,25490,40872
24632,27061,43736,30895,33987
4228,20733,12608,22009,2414
30416,2099,10874,41043,34069
17643,20116,8783,19600,39340
24350,19891,35208,39595,21636
17135,37385,40235,22615,48105
29434,46990,19,16280,36729
11993,7187,34035,41947,41275
12866,15188,45769,16797,46767
8361,29394,44241,37312,22894
25275,23938,10999,44125,15935
26192,32102,33982,27513,38128
16597,15844,49596,46111,3491
48180,31926,16788,44130,21210
24484,10241,20443,22393,42371
44829,47124,19619,34582,95
43190,33457,16606,23710,1239
14788,43717,40511,42237,36509
8295,30097,24477,33892,41928
4937,17502,36371,44577,6331
22265,2783,22276,29426,31523
20291,6699,49128,42650,580
36037,46525,46524,39325,20624
43175,5899,11807,45020,12574
43473,32741,2149,5229,42528
37389,19594,38507,19201,34657
3592,1627,21393,44155,16874
49128,20794,444,17146,23310
32685,10897,48215,10627,23179
26894,33023,28394,43983,43660
35114,41906,47641,7849,34636
1742,2138,4493,10116,29715
22698,26624,23528,17993,24382
45891,29250,27725,532,23369
40548,1420,3927,3606,23779
21609,18038,31952,4873,26847
19798,37531,10328,27191,49785
32597,22270,25673,42022,3795
25276,14852,15764,1692,2627
24513,19899,1258,34742,22727
10552,8702,38867,3333,26515
26785,45746,12475,44448,26189
32945,39927,5777,12660,39830
43648,10970,35571,19951,47688
49304,45786,35676,41770,41135
27770,23087,24819,27554,3386
46463,26696,48354,25448,37427
14418,16646,10310,28813,40319
42855,33145,928,41225,30988
2676,4575,40724,47228,11736
37340,44835,39881,5054,49005
27839,33536,37676,8676,10138
751,42860,14526,17710,34808
46929,38159,49192,20520,44717
34135,22914,47337,8906,14625
25313,26848,49400,9788,304
15847,3707,46991,862,30467
2687,16331,46830,26160,10347
1923,27581,22179,30136,32743
1807,20412,47779,31621,17704
43946,7594,42188,37358,26805
27539,17577,2779,28091,5677
15717,36008,13707,13886,35241
29581,2436,29594,7673,37289
14616,15532,47097,21194,42608
14687,6162,20626,32158,18640
15707,12356,13221,1955,43346
27632,49965,38961,17313,30630
13879,48469,42294,49797,47936
28845,8393,42622,28894,46540
25027,28955,32302,32280,7808
23356,49721,29544,31285,25032
3296,20260,13209,16583,22546
15410,40629,33247,10309,10976
25946,36680,27028,12915,12233
28646,18631,2234,42482,44343
46966,48993,13524,27279,10340
31203,27133,36348,31318,25434
10127,45357,43997,1020,27190
30387,31095,16459,10645,40097
43279,44992,12316,19123,32657
644,13650,43782,37714,38049
16442,38919,21972,16955,10094
19772,38432,12471,49415,19922
35942,19058,33649,15022,45740
25546,44760,18331,47094,18016
24137,11591,46325,437,5218
43833,9270,47764,17376,2017
5107,39252,38032,12767,10778
2807,17439,15500,11604,35903
30942,19167,12887,42180,12043
9624,8092,2639,15598,32187
3141,38673,7387,42074,22408
26342,24896,37875,6607,7
5601,49728,49206,40680,37928
16425,41143,14026,12464,5602
9634,10002,29237,12493,28424
39075,46423,39403,44022,42976
20295,32420,42016,5849,48068
47446,7194,23732,20048,15673
31560,42344,759,13108,9666
30543,29355,15008,12419,35663
14776,18521,46537,34743,9921
21956,20920,38195,34612,12739
37005,832,31773,43450,37055
42644,30565,35988,35427,39759
49974,19357,5580,12508,5142
6015,13536,3168,48429,35677
23395,9916,29081,44643,15665
13624,12352,21289,12401,46683
8183,17600,7362,25943,28807
4464,24433,45409,44181,40962
38499,45432,43439,30157,31603
48698,806,39349,45426,2881
47975,31015,13737,22888,23028
366,49244,2024,46435,3550
32138,4291,39084,1878,23009
15690,41591,17466,19692,20087
13664,23149,2809,39071,9055
30764,44394,31950,34897,16412
32914,40154,46224,34118,2465
42947,11897,5943,17588,49628
14540,41856,3373,8222,25403
33461,32418,25872,29049,9481
